HasCarLoan,LastCallDurationSecs,HasHHInsurance,LastContactMonth,PrevCampaignOutcome,EducationLevel,Age,LastContactDayOfMonth,NumAttemptsPrevCampaign,NumContactsCurrentCampaign,Balance,MaritalStatus,Job,CommunicationType,LastCallHourOfDay,HasCreditDefault,DaysPassed,CarInsurance
no,447,no,oct,failure,secondary,40,16,5,1,2266,married,technician,cellular,9,no,147,1
no,76,yes,may,,secondary,29,30,0,2,590,divorced,services,,16,no,-1,0
no,302,yes,jun,,secondary,21,27,0,2,820,single,blue-collar,,15,no,-1,0
no,184,no,feb,,secondary,50,3,0,3,458,divorced,management,cellular,16,no,-1,0
no,288,no,sep,,primary,61,7,0,3,56,married,retired,cellular,16,no,-1,1
no,151,yes,jan,failure,secondary,36,29,1,1,498,married,admin.,cellular,13,no,253,0
no,799,yes,jul,,tertiary,35,18,0,2,145,single,entrepreneur,cellular,11,no,-1,1
no,59,yes,may,other,tertiary,39,12,1,1,202,single,management,cellular,17,no,301,0
no,221,no,jan,,secondary,48,28,0,4,0,married,technician,cellular,16,no,-1,0
no,138,no,jun,,tertiary,49,17,0,3,2226,single,,,17,no,-1,0
no,210,yes,apr,,tertiary,59,29,0,1,1,married,management,cellular,16,no,-1,1
no,240,no,nov,,secondary,31,21,0,3,29,married,services,cellular,14,yes,-1,0
no,142,yes,may,,secondary,34,5,0,1,0,single,services,,13,no,-1,0
no,632,yes,jul,,secondary,35,15,0,6,885,single,blue-collar,cellular,12,no,-1,1
no,92,yes,may,other,secondary,23,5,4,1,-503,single,unemployed,cellular,17,no,342,0
yes,472,no,jul,,secondary,41,28,0,3,12,married,housemaid,cellular,14,no,-1,0
no,265,yes,jun,,primary,37,16,0,3,3154,married,blue-collar,,13,no,-1,0
no,731,yes,may,,secondary,37,27,0,3,274,married,admin.,,9,no,-1,1
no,169,no,apr,success,secondary,19,30,2,1,329,single,student,cellular,15,no,190,1
no,126,no,aug,,secondary,56,7,0,2,1956,married,retired,cellular,12,no,-1,0
no,265,no,jan,,secondary,25,12,0,2,2007,single,blue-collar,cellular,16,no,-1,1
no,342,no,jun,success,tertiary,33,23,2,2,224,single,management,cellular,11,no,107,1
yes,211,yes,may,failure,secondary,34,12,1,2,210,married,technician,cellular,12,no,173,0
no,1574,yes,may,,secondary,30,7,0,2,309,married,blue-collar,,13,no,-1,1
no,166,no,apr,other,tertiary,36,20,1,1,3669,single,management,cellular,14,no,376,0
no,114,yes,jul,,primary,48,31,0,7,816,married,blue-collar,cellular,11,no,-1,0
yes,574,no,jul,,secondary,45,7,0,1,-176,divorced,admin.,cellular,11,no,-1,1
no,257,yes,apr,,secondary,28,30,0,1,434,single,unemployed,cellular,14,no,-1,0
no,128,no,jun,,tertiary,55,2,0,1,1633,divorced,management,telephone,10,no,-1,0
yes,71,yes,apr,failure,tertiary,37,17,2,1,9269,married,management,cellular,10,no,149,0
no,78,yes,aug,other,tertiary,28,14,4,1,373,single,admin.,cellular,14,no,79,0
yes,1212,yes,may,,,45,30,0,3,7108,single,technician,,13,no,-1,0
no,41,yes,feb,,tertiary,37,9,0,3,784,married,management,cellular,15,no,-1,0
no,396,no,aug,,secondary,49,21,0,3,57,divorced,technician,cellular,14,no,-1,0
no,408,no,nov,failure,secondary,40,17,1,1,755,married,blue-collar,cellular,16,no,117,0
no,176,no,apr,,primary,25,12,0,3,129,single,unemployed,cellular,9,no,-1,1
no,157,yes,may,,tertiary,29,15,0,3,1388,single,management,cellular,16,no,-1,0
no,164,yes,may,,tertiary,38,21,0,2,126,married,management,,12,no,-1,0
no,380,no,nov,failure,tertiary,43,16,1,1,3186,married,management,cellular,15,no,88,1
yes,230,no,aug,,secondary,36,4,0,3,594,married,technician,cellular,10,no,-1,0
no,404,no,sep,success,secondary,37,9,1,1,1978,married,unemployed,cellular,11,no,182,1
no,61,no,jul,,secondary,37,16,0,14,459,single,services,telephone,14,no,-1,0
no,156,no,feb,,tertiary,42,27,0,1,576,married,unemployed,cellular,9,no,-1,1
no,52,no,may,,tertiary,29,26,0,3,0,single,student,,11,no,-1,0
no,106,no,nov,,tertiary,28,8,0,1,441,single,services,cellular,9,no,-1,0
no,306,no,apr,,tertiary,30,30,0,2,364,single,management,cellular,11,no,-1,1
no,48,no,apr,,tertiary,26,3,0,2,193,single,student,cellular,12,no,-1,0
no,381,no,nov,,secondary,61,13,0,1,3114,married,retired,cellular,16,no,-1,1
no,89,no,aug,,primary,56,27,0,23,-1,married,retired,cellular,14,no,-1,0
no,1344,yes,aug,,tertiary,39,12,0,1,271,married,management,cellular,15,no,-1,1
no,1248,yes,jun,,secondary,51,16,0,3,1610,single,management,,13,no,-1,1
no,194,yes,jun,,tertiary,30,4,0,1,419,married,management,cellular,16,no,-1,1
yes,85,no,jun,,tertiary,41,6,0,3,251,married,management,,11,no,-1,0
no,193,yes,jul,,primary,47,24,0,1,0,married,housemaid,telephone,17,no,-1,0
no,125,no,aug,,secondary,38,29,0,5,300,married,technician,cellular,10,no,-1,0
no,90,yes,may,,secondary,53,29,0,1,1301,divorced,technician,,17,no,-1,0
no,461,no,apr,,tertiary,31,30,0,1,1812,married,management,cellular,16,no,-1,1
no,86,yes,may,failure,secondary,38,8,2,1,238,single,blue-collar,cellular,10,no,366,0
yes,289,yes,may,,secondary,47,12,0,2,802,married,blue-collar,cellular,14,no,-1,1
yes,212,no,jul,,primary,48,23,0,2,2805,divorced,services,cellular,9,no,-1,0
no,679,no,nov,,primary,33,18,0,1,3074,married,blue-collar,cellular,16,no,-1,0
no,13,no,jun,,primary,42,20,0,14,832,married,blue-collar,,10,no,-1,0
no,350,no,mar,,secondary,34,3,0,3,215,single,blue-collar,cellular,13,no,-1,1
no,437,no,jun,,secondary,55,3,0,1,27624,married,entrepreneur,telephone,17,no,-1,1
no,715,no,feb,,tertiary,53,4,0,1,20772,married,management,cellular,17,no,-1,0
no,473,no,aug,,secondary,40,12,0,6,1694,divorced,unemployed,cellular,10,no,-1,1
no,224,yes,jan,,secondary,31,29,0,2,0,married,services,cellular,16,no,-1,0
no,133,no,may,success,secondary,24,26,1,1,23878,single,student,cellular,9,no,97,1
yes,290,yes,jan,failure,tertiary,44,28,3,2,3463,married,entrepreneur,cellular,15,no,153,0
no,247,no,aug,,tertiary,36,22,0,4,0,divorced,management,cellular,14,no,-1,0
no,112,yes,may,,primary,43,27,0,4,6,divorced,blue-collar,,12,no,-1,0
no,282,no,jun,,secondary,47,19,0,4,5735,divorced,technician,,17,no,-1,0
no,470,yes,apr,other,tertiary,30,5,3,7,102,married,management,cellular,16,no,426,1
no,99,yes,may,failure,secondary,31,15,1,1,-1,single,admin.,cellular,9,no,352,0
no,285,no,feb,,tertiary,36,2,0,1,630,married,management,cellular,10,no,-1,1
no,244,no,apr,,tertiary,37,30,0,1,5106,married,management,cellular,13,no,-1,1
no,389,yes,nov,failure,tertiary,37,18,2,1,1316,single,unemployed,cellular,17,no,172,0
no,110,yes,jul,,primary,32,16,0,6,91,married,housemaid,cellular,15,no,-1,0
no,797,no,aug,,tertiary,57,7,0,2,6822,married,technician,cellular,10,no,-1,1
no,28,yes,feb,,secondary,37,9,0,9,408,married,blue-collar,telephone,10,no,-1,0
yes,153,no,feb,success,secondary,52,3,3,1,955,married,blue-collar,cellular,13,no,48,1
no,833,yes,may,,primary,45,29,0,2,594,divorced,blue-collar,,12,no,-1,1
no,175,no,aug,,primary,50,8,0,2,1903,married,services,cellular,11,no,-1,0
yes,966,no,nov,,secondary,33,19,0,1,1522,single,,cellular,12,no,-1,0
no,398,yes,apr,,secondary,43,17,0,2,773,divorced,technician,cellular,17,no,-1,0
yes,694,yes,may,,secondary,27,28,0,2,294,single,blue-collar,,13,no,-1,1
yes,724,yes,may,,tertiary,57,30,0,1,2528,single,retired,,9,no,-1,0
no,225,no,jul,,tertiary,31,16,0,2,38279,single,management,cellular,10,no,-1,0
no,129,yes,may,,primary,47,13,0,1,1112,married,blue-collar,cellular,10,no,-1,0
no,214,yes,aug,,tertiary,37,11,0,5,825,married,management,cellular,13,no,-1,0
yes,72,no,aug,,tertiary,47,6,0,1,324,single,management,cellular,17,no,-1,0
no,161,yes,may,,tertiary,32,21,0,2,4465,married,entrepreneur,,15,no,-1,0
no,104,yes,jul,,tertiary,30,28,0,3,1235,married,management,cellular,14,no,-1,0
no,66,no,aug,,secondary,30,26,0,21,1499,single,technician,cellular,16,no,-1,0
no,67,no,aug,,secondary,36,21,0,2,18,single,technician,cellular,13,no,-1,0
no,292,no,jul,success,tertiary,34,30,2,1,0,married,admin.,cellular,15,no,183,1
no,230,yes,sep,success,secondary,26,4,7,1,1231,single,technician,cellular,12,no,93,1
no,736,yes,may,,tertiary,35,23,0,2,1354,divorced,self-employed,,9,no,-1,1
no,223,yes,jun,,primary,49,12,0,1,518,married,blue-collar,,14,no,-1,0
no,199,yes,sep,success,secondary,28,1,14,1,-46,single,blue-collar,cellular,12,no,92,1
no,142,no,aug,,secondary,50,27,0,3,376,divorced,technician,cellular,16,no,-1,0
no,224,no,jul,,tertiary,37,7,0,1,3737,married,management,cellular,10,no,-1,1
no,198,yes,may,,secondary,42,27,0,1,68,married,blue-collar,,15,no,-1,0
no,104,yes,aug,,tertiary,33,11,0,4,752,married,management,cellular,11,no,-1,0
yes,29,yes,may,,primary,35,7,0,1,1147,single,blue-collar,telephone,16,no,-1,0
yes,124,no,jan,,secondary,31,29,0,1,326,married,blue-collar,cellular,9,no,-1,0
yes,263,yes,jul,,tertiary,30,18,0,1,107,married,management,cellular,17,no,-1,0
no,722,yes,nov,failure,secondary,38,18,2,3,508,married,technician,cellular,17,no,175,0
no,215,no,nov,failure,tertiary,43,19,4,1,13044,married,management,cellular,14,no,93,0
no,233,no,jun,success,secondary,42,1,1,1,707,married,entrepreneur,cellular,17,no,348,0
no,262,yes,aug,success,tertiary,34,7,2,1,0,married,management,cellular,15,no,99,1
no,91,no,jul,,primary,32,9,0,1,187,married,blue-collar,cellular,9,no,-1,0
no,343,no,aug,failure,tertiary,35,17,1,2,431,single,management,cellular,10,no,397,1
no,538,yes,jun,,secondary,29,3,0,2,-475,married,blue-collar,,17,no,-1,0
yes,282,yes,apr,other,secondary,30,17,2,4,-172,single,services,cellular,14,no,329,0
no,232,no,dec,failure,,28,4,2,3,78,single,student,cellular,12,no,310,1
no,76,yes,may,,secondary,48,13,0,1,1199,married,services,,16,no,-1,0
no,255,no,aug,success,secondary,34,12,1,2,1337,married,services,cellular,13,no,104,1
no,594,yes,apr,,tertiary,35,17,0,1,397,single,management,cellular,17,no,-1,1
no,460,no,aug,,primary,50,12,0,2,106,married,blue-collar,cellular,17,no,-1,0
no,151,yes,apr,,primary,37,20,0,2,1941,married,blue-collar,cellular,11,no,-1,0
yes,1144,yes,jun,,secondary,52,1,0,2,-528,single,admin.,cellular,17,no,-1,1
yes,530,yes,may,,secondary,31,6,0,1,53,single,technician,cellular,13,no,-1,1
no,64,no,aug,,secondary,35,12,0,2,0,married,self-employed,cellular,14,no,-1,0
no,250,yes,may,,secondary,47,18,0,4,49,married,services,cellular,16,no,-1,0
no,453,no,jun,,,48,18,0,1,0,single,self-employed,,9,no,-1,0
no,186,no,aug,,primary,57,19,0,4,3288,married,retired,cellular,9,no,-1,0
no,21,yes,nov,,secondary,37,19,0,1,523,married,services,telephone,11,no,-1,0
no,1370,no,dec,success,secondary,35,29,3,3,978,married,unemployed,cellular,12,no,209,1
no,67,yes,jul,,tertiary,44,10,0,1,119,married,management,cellular,14,no,-1,0
no,767,no,oct,,tertiary,27,18,0,3,107,single,management,cellular,14,no,-1,1
no,488,no,may,,tertiary,39,6,0,1,3,divorced,technician,cellular,14,yes,-1,1
no,253,no,jun,,,34,1,0,1,1011,single,student,cellular,16,no,-1,1
no,203,no,jul,,secondary,27,3,0,1,302,single,services,cellular,11,no,-1,1
no,144,yes,mar,,tertiary,46,24,0,2,-130,divorced,management,cellular,12,no,-1,1
no,182,yes,aug,,secondary,41,4,0,1,490,divorced,admin.,cellular,13,no,-1,0
no,202,yes,nov,,secondary,32,21,0,1,8043,married,services,cellular,10,no,-1,0
yes,214,no,apr,,secondary,39,15,0,1,603,married,technician,cellular,14,no,-1,1
no,466,yes,may,,secondary,27,13,0,2,557,single,admin.,cellular,16,no,-1,0
no,1790,no,feb,,primary,48,2,0,2,8990,single,blue-collar,telephone,15,no,-1,1
no,716,no,aug,,tertiary,46,11,0,3,1297,divorced,management,cellular,9,no,-1,1
no,405,no,oct,success,secondary,67,11,2,1,203,married,retired,cellular,10,no,266,1
yes,290,no,jul,,secondary,27,8,0,1,-400,single,admin.,cellular,12,no,-1,0
no,90,yes,may,,secondary,37,23,0,1,6714,single,technician,,10,no,-1,0
no,166,no,nov,success,tertiary,53,11,7,3,1624,married,management,cellular,17,no,97,1
no,401,no,may,,tertiary,46,26,0,1,0,married,management,cellular,13,no,-1,0
no,95,no,aug,,secondary,78,11,0,1,631,divorced,retired,telephone,14,no,-1,0
no,1467,no,may,,secondary,56,5,0,1,45,married,admin.,,15,no,-1,1
no,143,yes,jun,,secondary,39,3,0,1,203,married,blue-collar,,16,no,-1,0
yes,78,yes,jul,,tertiary,51,14,0,3,248,married,management,cellular,12,no,-1,0
no,902,yes,may,,primary,43,13,0,1,800,single,housemaid,cellular,9,no,-1,1
yes,255,yes,may,,secondary,30,13,0,5,-166,married,blue-collar,,14,no,-1,0
no,121,yes,sep,other,secondary,34,2,5,3,528,single,services,cellular,15,no,100,1
no,965,no,nov,,secondary,52,21,0,2,580,married,blue-collar,cellular,13,no,-1,1
no,117,yes,apr,,tertiary,34,26,0,3,115,married,management,cellular,15,no,-1,0
no,106,yes,aug,,tertiary,41,26,0,8,771,married,management,cellular,11,no,-1,0
no,421,no,feb,,secondary,60,2,0,1,272,married,blue-collar,cellular,11,no,-1,0
no,215,no,oct,other,secondary,50,29,2,2,3654,married,technician,cellular,15,no,78,1
no,880,yes,may,,primary,40,15,0,4,1841,married,blue-collar,cellular,13,no,-1,1
yes,97,yes,nov,,tertiary,57,18,0,2,1357,married,management,cellular,17,no,-1,0
no,110,no,jun,,secondary,46,17,0,2,7,married,blue-collar,,12,no,-1,0
no,139,no,may,,secondary,54,23,0,2,7252,married,technician,,15,no,-1,0
no,175,no,aug,,secondary,47,8,0,2,7,married,management,cellular,15,no,-1,0
no,181,no,nov,success,,64,3,7,4,2352,married,management,cellular,11,no,183,1
no,500,yes,jul,,tertiary,38,10,0,1,1722,married,management,cellular,12,no,-1,1
no,1310,no,jul,,,53,11,0,2,257,divorced,admin.,cellular,12,no,-1,1
no,173,yes,may,,secondary,51,5,0,2,0,married,blue-collar,,9,no,-1,0
no,201,yes,may,,,36,19,0,14,79,married,blue-collar,,9,no,-1,0
no,251,yes,may,,secondary,36,30,0,1,419,married,housemaid,,10,no,-1,0
no,305,yes,sep,failure,secondary,31,23,1,2,243,married,housemaid,cellular,16,no,842,1
no,287,yes,jul,failure,secondary,35,14,1,2,724,married,management,cellular,15,no,415,1
no,187,no,oct,success,secondary,60,15,10,2,514,divorced,retired,cellular,10,no,213,1
no,185,yes,may,failure,tertiary,36,15,8,1,391,single,technician,cellular,10,no,350,0
no,202,yes,sep,,tertiary,28,9,0,1,12,married,management,cellular,13,no,-1,1
no,260,no,jul,,secondary,39,17,0,1,-99,married,blue-collar,cellular,15,no,-1,0
no,212,no,mar,,secondary,61,12,0,1,4608,married,admin.,cellular,15,no,-1,1
no,224,yes,jun,,secondary,45,3,0,2,204,married,admin.,cellular,12,no,-1,1
no,316,no,jun,,secondary,75,24,0,1,468,married,retired,telephone,16,no,-1,0
no,733,no,sep,success,tertiary,40,3,1,1,7968,single,unemployed,cellular,16,no,93,1
no,73,yes,mar,,tertiary,31,2,0,2,2667,married,management,cellular,15,no,-1,0
no,122,yes,aug,,primary,45,7,0,2,-485,married,blue-collar,cellular,13,no,-1,0
no,623,yes,may,success,primary,31,7,1,1,459,divorced,services,cellular,13,no,293,1
no,205,no,jun,success,secondary,23,29,3,1,488,single,services,cellular,13,no,91,1
no,377,yes,jul,,primary,39,14,0,3,34,married,housemaid,cellular,15,no,-1,0
no,1366,yes,apr,,secondary,49,16,0,1,2416,married,services,cellular,11,no,-1,1
no,124,no,jan,,secondary,37,29,0,1,4769,married,unemployed,cellular,12,no,-1,0
yes,333,no,jul,,tertiary,47,22,0,2,-295,single,management,cellular,9,no,-1,0
yes,149,no,jul,,secondary,56,30,0,2,784,married,self-employed,cellular,9,no,-1,0
no,658,no,mar,,tertiary,27,2,0,1,1075,single,technician,cellular,17,no,-1,1
no,988,no,jun,,tertiary,36,20,0,4,4145,married,unemployed,,9,no,-1,1
no,146,yes,oct,,secondary,73,12,0,1,7111,divorced,retired,cellular,10,no,-1,1
no,335,no,aug,,tertiary,35,8,0,3,1987,married,self-employed,cellular,14,no,-1,0
no,273,yes,may,,tertiary,59,5,0,1,59,divorced,management,,14,no,-1,0
yes,514,yes,aug,,secondary,30,18,0,10,2143,single,management,cellular,13,no,-1,0
no,241,no,aug,failure,primary,55,31,1,1,1212,married,unemployed,cellular,12,no,92,0
no,984,yes,feb,,tertiary,26,6,0,2,1140,single,services,cellular,16,no,-1,1
no,409,no,aug,,secondary,29,5,0,4,382,single,technician,cellular,16,no,-1,1
no,716,no,nov,other,tertiary,46,18,3,2,0,married,management,cellular,17,no,110,1
no,431,no,jun,,secondary,37,16,0,1,3764,single,blue-collar,,16,no,-1,0
no,215,no,aug,,tertiary,31,22,0,1,55,single,management,cellular,17,no,-1,0
no,433,yes,nov,,secondary,45,17,0,1,1,married,technician,cellular,11,no,-1,0
no,104,no,apr,failure,tertiary,33,22,4,1,882,married,admin.,cellular,10,no,183,1
no,225,no,may,,primary,54,5,0,1,714,married,blue-collar,cellular,17,no,-1,0
yes,951,yes,may,failure,secondary,42,13,4,3,1080,single,blue-collar,cellular,15,no,370,1
no,314,yes,may,,tertiary,30,13,0,2,228,single,student,cellular,9,no,-1,1
no,12,yes,aug,,tertiary,34,21,0,21,5060,married,technician,cellular,13,no,-1,0
no,258,yes,may,failure,tertiary,50,11,2,4,388,married,entrepreneur,cellular,9,no,329,0
no,68,yes,jun,,tertiary,50,2,0,4,332,married,management,,15,no,-1,0
no,814,no,jul,,tertiary,55,30,0,2,-375,married,management,cellular,17,no,-1,1
no,315,no,aug,success,secondary,31,13,1,2,35,married,admin.,cellular,14,no,105,1
yes,395,no,jun,,tertiary,37,19,0,1,678,married,entrepreneur,,16,no,-1,0
no,15,no,feb,,secondary,31,4,0,5,622,single,technician,cellular,10,no,-1,0
no,57,yes,apr,other,secondary,52,20,1,3,725,divorced,admin.,cellular,17,no,325,0
no,640,yes,jul,,primary,41,18,0,3,138,divorced,blue-collar,cellular,13,no,-1,1
no,69,yes,apr,,secondary,46,20,0,2,131,married,entrepreneur,cellular,11,no,-1,0
no,254,no,aug,,tertiary,67,6,0,2,701,married,retired,cellular,11,no,-1,1
no,232,no,feb,failure,secondary,27,26,1,1,1187,single,,telephone,9,no,101,1
no,2087,yes,may,,tertiary,43,8,0,2,388,divorced,management,,11,no,-1,1
no,134,no,nov,,secondary,77,12,0,1,3417,divorced,retired,cellular,16,no,-1,1
no,123,no,jul,,secondary,33,24,0,5,-122,married,entrepreneur,cellular,12,no,-1,0
no,970,no,apr,failure,tertiary,46,30,1,1,699,married,management,cellular,13,no,87,1
no,198,yes,feb,,secondary,29,6,0,3,76,married,blue-collar,cellular,12,no,-1,0
no,576,yes,oct,success,secondary,38,21,4,1,0,divorced,blue-collar,cellular,14,no,183,1
no,464,no,apr,,tertiary,26,21,0,4,1134,single,student,cellular,14,no,-1,1
no,420,yes,may,,secondary,30,18,0,2,5909,single,blue-collar,cellular,17,no,-1,1
no,102,yes,may,,primary,40,7,0,1,32,married,blue-collar,cellular,16,no,-1,0
no,47,yes,nov,failure,secondary,42,20,1,1,3,married,blue-collar,telephone,17,no,190,0
no,198,yes,apr,failure,primary,33,20,3,1,217,married,blue-collar,cellular,11,no,339,0
no,493,yes,nov,,secondary,32,19,0,1,1520,married,blue-collar,cellular,9,no,-1,0
no,281,yes,may,,primary,35,26,0,1,-239,married,blue-collar,,9,no,-1,0
yes,204,no,jul,,tertiary,51,29,0,6,0,married,management,cellular,9,yes,-1,0
yes,389,yes,may,,primary,49,5,0,1,-9,divorced,blue-collar,,16,no,-1,0
no,318,no,aug,,tertiary,32,21,0,5,438,single,management,cellular,13,no,-1,0
no,650,yes,may,,secondary,44,20,0,3,982,divorced,technician,,12,no,-1,1
no,157,no,oct,,secondary,52,27,0,1,1373,married,technician,cellular,14,no,-1,0
no,542,yes,may,,secondary,39,23,0,2,-455,married,unemployed,,9,no,-1,0
no,861,no,apr,,secondary,30,30,0,2,776,married,technician,cellular,11,no,-1,1
no,16,no,jun,,,44,18,0,9,4330,single,blue-collar,,13,no,-1,0
yes,301,no,nov,,tertiary,38,20,0,1,8953,single,management,cellular,10,no,-1,0
no,99,no,aug,,secondary,33,26,0,2,0,single,management,cellular,14,no,-1,0
no,243,no,jun,success,tertiary,45,15,2,5,2033,single,technician,cellular,15,no,285,1
yes,235,yes,may,,secondary,27,23,0,2,-393,married,admin.,,9,no,-1,0
no,112,no,aug,,secondary,56,13,0,4,0,married,services,cellular,9,no,-1,0
no,719,yes,may,,secondary,31,20,0,1,3311,married,blue-collar,,17,no,-1,1
no,272,no,jul,,,45,2,0,1,5511,married,admin.,cellular,11,no,-1,1
no,400,no,apr,,primary,59,30,0,1,363,married,retired,cellular,9,no,-1,1
yes,48,no,nov,,secondary,45,20,0,3,2128,married,technician,cellular,9,no,-1,0
no,31,yes,jul,,primary,34,11,0,2,46,divorced,housemaid,telephone,15,no,-1,0
no,526,yes,oct,,secondary,64,18,0,1,466,married,retired,cellular,10,no,-1,1
yes,161,yes,may,,tertiary,34,6,0,1,748,married,blue-collar,cellular,16,no,-1,0
no,93,no,nov,,tertiary,34,18,0,1,26575,single,management,cellular,9,no,-1,0
no,549,no,mar,failure,secondary,42,15,4,5,16517,married,admin.,cellular,11,no,203,0
no,9,yes,may,,secondary,31,18,0,5,-119,married,technician,cellular,14,no,-1,0
yes,302,yes,may,,secondary,37,13,0,4,121,married,blue-collar,cellular,12,no,-1,0
no,145,no,jun,,secondary,41,17,0,1,1385,married,technician,,14,no,-1,0
no,43,yes,feb,failure,tertiary,34,3,2,5,586,single,technician,cellular,17,no,263,0
no,181,no,jun,,tertiary,43,15,0,2,3518,married,management,cellular,12,no,-1,1
no,273,no,sep,failure,secondary,25,13,4,3,486,single,student,cellular,13,no,199,1
no,339,no,jan,,secondary,36,30,0,3,-35,married,unemployed,cellular,11,no,-1,0
no,173,yes,aug,other,tertiary,30,28,4,1,7,married,management,cellular,9,no,164,1
no,366,no,jul,,,37,9,0,1,247,married,management,cellular,11,no,-1,0
no,102,yes,nov,,tertiary,35,3,0,1,1133,married,management,cellular,14,no,-1,1
no,671,no,aug,,tertiary,32,22,0,2,53,divorced,technician,cellular,15,no,-1,1
no,72,no,jun,,primary,46,17,0,1,17,married,housemaid,,10,no,-1,0
no,1205,yes,may,,secondary,35,20,0,1,0,divorced,blue-collar,,10,no,-1,1
yes,117,yes,may,failure,tertiary,36,25,3,2,911,married,technician,cellular,11,no,21,1
no,102,yes,may,,secondary,41,19,0,1,459,married,technician,,10,no,-1,0
no,386,yes,may,,secondary,28,28,0,1,0,single,blue-collar,,15,no,-1,0
no,453,no,apr,,tertiary,29,20,0,1,1170,single,management,cellular,16,no,-1,1
yes,66,yes,jun,,secondary,23,6,0,5,150,single,technician,,9,yes,-1,0
no,16,no,may,,tertiary,29,16,0,25,0,single,management,,12,no,-1,0
no,476,no,oct,success,,43,23,2,1,11115,single,technician,cellular,15,no,74,1
no,248,no,nov,,tertiary,48,10,0,1,1,married,management,telephone,10,no,-1,1
no,560,yes,jul,,primary,32,18,0,1,102,married,self-employed,cellular,17,no,-1,1
no,394,yes,jul,,secondary,34,9,0,1,1,married,blue-collar,cellular,9,yes,-1,0
no,288,yes,jun,,primary,42,6,0,12,480,married,blue-collar,,16,no,-1,0
no,393,no,jul,,secondary,52,14,0,5,280,divorced,technician,cellular,9,no,-1,0
no,175,no,feb,success,secondary,20,24,6,1,215,single,student,cellular,10,no,92,1
no,245,no,aug,,tertiary,36,20,0,1,0,married,technician,cellular,16,no,-1,0
no,197,yes,may,failure,secondary,47,6,3,1,-216,married,blue-collar,cellular,15,no,282,0
no,297,no,may,,secondary,31,6,0,1,223,married,admin.,cellular,10,no,-1,0
no,216,yes,may,,secondary,39,20,0,1,298,married,blue-collar,,14,no,-1,0
yes,1000,no,jul,,secondary,37,25,0,1,775,married,services,cellular,11,no,-1,1
yes,614,no,jul,,primary,35,11,0,2,167,single,services,cellular,10,no,-1,1
yes,102,no,aug,,tertiary,60,11,0,8,371,married,management,cellular,11,no,-1,0
no,43,no,aug,,tertiary,31,29,0,13,8312,married,management,cellular,17,no,-1,0
no,369,no,jun,,secondary,22,28,0,3,1796,single,housemaid,cellular,9,no,-1,1
yes,392,yes,jun,,secondary,49,2,0,3,180,married,services,,9,no,-1,0
no,71,no,may,,secondary,51,15,0,3,113,divorced,blue-collar,cellular,9,no,-1,0
no,1135,no,jul,,tertiary,37,1,0,2,0,single,technician,,12,no,-1,1
no,387,yes,may,,secondary,53,18,0,1,53,married,admin.,cellular,11,no,-1,1
no,348,yes,may,,tertiary,25,7,0,1,140,single,entrepreneur,cellular,9,no,-1,0
no,179,no,jun,,primary,58,6,0,1,-247,married,technician,,12,yes,-1,0
no,78,no,aug,,tertiary,34,20,0,3,197,married,technician,cellular,9,no,-1,1
no,107,no,sep,,secondary,24,7,0,2,2696,single,unemployed,cellular,14,no,-1,0
no,392,no,jul,success,secondary,61,15,3,2,938,married,retired,cellular,15,no,183,1
no,126,yes,nov,failure,secondary,44,19,1,2,6491,married,blue-collar,cellular,9,no,174,0
no,57,no,aug,,secondary,47,8,0,3,73,married,admin.,cellular,16,no,-1,0
no,379,no,aug,,tertiary,43,13,0,6,2383,married,management,cellular,10,no,-1,1
no,441,no,jul,,secondary,60,30,0,5,1091,divorced,retired,cellular,9,no,-1,1
no,1359,yes,jul,,tertiary,33,23,0,6,395,single,services,cellular,9,no,-1,1
no,749,no,nov,,secondary,39,21,0,2,2245,married,unemployed,cellular,17,no,-1,1
no,346,no,dec,,tertiary,26,2,0,1,644,single,blue-collar,cellular,10,no,-1,1
no,127,no,feb,other,secondary,37,2,5,3,1082,divorced,self-employed,cellular,16,no,5,0
yes,803,yes,jul,,secondary,27,25,0,1,41,single,technician,cellular,10,no,-1,0
no,636,yes,apr,,primary,42,17,0,3,1673,married,blue-collar,cellular,15,no,-1,1
no,92,no,feb,success,,18,9,1,1,108,single,student,cellular,9,no,183,1
no,391,yes,jan,failure,secondary,36,29,1,1,532,divorced,services,cellular,12,no,241,0
no,246,yes,may,,primary,39,8,0,2,830,married,blue-collar,,15,no,-1,0
no,246,yes,may,other,secondary,28,12,1,1,1453,single,technician,cellular,15,no,343,0
no,584,no,jul,,primary,36,4,0,1,0,married,technician,,12,no,-1,1
yes,544,yes,apr,failure,secondary,33,17,2,3,476,single,blue-collar,cellular,17,no,333,0
yes,102,no,feb,,secondary,45,9,0,4,1134,married,management,cellular,16,no,-1,0
no,249,yes,apr,,secondary,56,20,0,1,0,married,technician,cellular,14,no,-1,0
yes,106,yes,jul,,tertiary,41,16,0,1,4567,divorced,management,cellular,12,no,-1,0
no,160,no,aug,,tertiary,31,6,0,1,130,single,management,cellular,15,no,-1,0
no,554,no,apr,success,tertiary,62,22,2,1,997,married,management,cellular,14,no,304,1
no,174,no,feb,,secondary,40,2,0,1,5,married,admin.,cellular,15,no,-1,0
no,28,yes,may,failure,secondary,37,7,5,2,22,single,admin.,cellular,11,no,289,0
